General_2016-11-08,Runoff_2016-05-24,Primary_2016-03-01,Runoff_2015-12-12,General_2014-11-04,Runoff_2014-08-05,Runoff_2014-05-27,Primary_2014-03-04,Runoff_2013-12-14,Runoff_2013-03-02,General_2012-11-06,Runoff_2012-07-31,Primary_2012-05-29,Runoff_2011-12-10,General_2010-11-02,Primary_2010-03-02,Residence_Families_HHCount,Residence_HHGender_Description,Residence_HHParties_Description,Voters_Gender,Voters_Age,EthnicGroups_EthnicGroup1Desc,Religions_Description,MaritalStatus_Description,EstimatedIncome,Education,ReligiousContributorInHome,PoliticalContributerInHome,DonatesEnvironmentCauseInHome,DonatesToCharityInHome,Donates to Local Community,State_Senate_District,Local_Municipal_Sum,Times_Voted,Parties_Description,GetOut,preference
Y,N,N,Y,Y,N,N,N,N,N,Y,N,N,N,Y,Y,1,Male Only Household,Democratic,M,68,European,Protestant,Unknown,"100,00 - 150,000",Unknown,0,0,Unknown,Unknown,Unknown,s17,0,6,Democratic,N,N
Y,N,Y,N,Y,N,N,N,N,N,Y,N,N,N,Y,Y,1,Male Only Household,Republican,M,54,European,Unknown,Unknown,">200,000",Graduate,0,0,Unknown,Unknown,Unknown,s17,1,7,Republican,Y,Y
Y,N,Y,Y,N,N,N,N,N,N,Y,N,N,N,N,N,1,Female Only Household,Democratic,F,62,,Unknown,Unknown,"50,000 - 100,000",Bachelors,0,0,Unknown,Yes,Unknown,s17,0,4,Democratic,N,Y
Y,N,Y,Y,Y,N,N,N,N,N,Y,N,N,Y,Y,N,2,Male Only Household,Republican,M,59,European,Unknown,Unknown,"150,000 - 200,000",Bachelors,0,0,Unknown,Unknown,Unknown,s15,0,7,Republican,Y,Y
Y,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,3,Mixed Gender Household,Republican,M,56,European,Protestant,Married,"100,00 - 150,000",Bachelors,0,1,Unknown,Yes,Yes,s15,0,2,Republican,N,N
Y,N,Y,Y,Y,N,Y,Y,N,N,Y,Y,Y,N,Y,N,2,Mixed Gender Household,Republican,M,67,European,Protestant,Married,"50,000 - 100,000",Some_College,1,1,Unknown,Yes,Yes,s15,0,10,Republican,N,Y
Y,N,Y,Y,Y,N,N,N,N,N,Y,N,N,N,Y,Y,2,Mixed Gender Household,Democratic,M,61,European,Protestant,Unknown,"<50,000",HighSchool,0,0,Unknown,Yes,Yes,s15,0,7,Democratic,N,N
Y,N,Y,Y,Y,N,Y,Y,Y,N,Y,N,Y,Y,Y,Y,2,Male Only Household,Democratic,M,61,European,Catholic,Unknown,"100,00 - 150,000",Bachelors,1,2+,Unknown,Yes,Yes,s15,0,12,Democratic,Y,N
Y,N,Y,Y,Y,N,N,Y,N,N,N,N,N,N,Y,Y,2,Mixed Gender Household,Democratic,F,82,Likely African-American,Protestant,Married,"50,000 - 100,000",Graduate,0,1,Unknown,Yes,Unknown,s15,0,7,Democratic,Y,Y
Y,N,Y,Y,Y,N,Y,Y,N,N,Y,Y,Y,N,Y,Y,4+,Mixed Gender Household,Democratic,M,47,Likely African-American,Unknown,Unknown,"<50,000",Bachelors,0,0,Yes,Yes,Unknown,s15,0,11,Democratic,N,N
Y,N,N,Y,Y,N,N,N,N,N,Y,N,N,N,Y,N,1,Female Only Household,Democratic,F,64,Likely African-American,Protestant,Unknown,"50,000 - 100,000",Bachelors,0,1,Unknown,Yes,Yes,s15,0,5,Democratic,N,Y
Y,N,Y,Y,Y,N,Y,Y,N,N,Y,Y,Y,N,Y,N,3,Mixed Gender Household,Republican,M,63,European,Catholic,Married,"<50,000",Unknown,0,0,Unknown,Unknown,Unknown,s15,0,10,Republican,N,Y
Y,N,Y,N,N,N,N,N,N,N,Y,N,N,N,Y,N,3,Female Only Household,Democratic,F,52,Likely African-American,Unknown,Unknown,"<50,000",Unknown,0,0,Unknown,Unknown,Unknown,s6,0,4,Democratic,Y,Y
Y,N,Y,Y,Y,N,Y,Y,Y,N,Y,Y,Y,Y,Y,N,3,Mixed Gender Household,Democratic,M,70,Likely African-American,Protestant,Married,"50,000 - 100,000",Bachelors,0,2+,Yes,Yes,Yes,s13,0,12,Democratic,Y,N
N,N,N,Y,Y,N,N,Y,N,N,Y,Y,Y,N,Y,N,2,Mixed Gender Household,Republican,F,69,,Unknown,Married,">200,000",Bachelors,0,1,Unknown,Yes,Unknown,s13,0,7,Republican,N,N
Y,N,Y,N,Y,N,N,N,N,N,Y,N,N,N,Y,N,3,Mixed Gender Household,Republican,M,63,Hispanic and Portuguese,Unknown,Married,"50,000 - 100,000",HighSchool,0,0,Unknown,Unknown,Yes,s15,0,5,Republican,N,N
Y,N,N,N,Y,N,N,N,N,N,Y,N,N,N,Y,N,3,Mixed Gender Household,Democratic & Republican,M,57,European,Unknown,Married,"<50,000",HighSchool,0,0,Unknown,Unknown,Unknown,s15,0,4,Republican,N,Y
Y,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,3,Mixed Gender Household,Democratic,F,39,Hispanic and Portuguese,Unknown,Unknown,"<50,000",Less_HighSchool,0,0,Unknown,Unknown,Unknown,s6,0,2,Democratic,Y,Y
Y,N,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N,3,Mixed Gender Household,Democratic,F,46,Likely African-American,Unknown,Unknown,"<50,000",Unknown,0,0,Unknown,Unknown,Unknown,s6,0,3,Democratic,N,Y
Y,N,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N,3,Mixed Gender Household,Democratic,M,64,Likely African-American,Unknown,Married,"50,000 - 100,000",Some_College,0,0,Unknown,Unknown,Yes,s6,0,3,Democratic,N,N
Y,N,Y,Y,Y,N,N,N,Y,Y,Y,N,N,N,Y,N,2,Mixed Gender Household,Democratic,F,66,Likely African-American,Unknown,Married,"50,000 - 100,000",HighSchool,0,1,Unknown,Unknown,Unknown,s6,0,8,Democratic,Y,Y
Y,N,Y,Y,Y,N,N,N,N,N,Y,N,Y,N,Y,Y,2,Female Only Household,Democratic,F,48,Likely African-American,Protestant,Unknown,"50,000 - 100,000",VocationalSchool,0,1,Unknown,Yes,Unknown,s6,0,8,Democratic,N,Y
Y,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,2,Mixed Gender Household,Republican,M,48,European,Catholic,Married,"150,000 - 200,000",HighSchool,0,0,Unknown,Unknown,Unknown,s15,0,2,Republican,N,Y
Y,N,Y,Y,Y,N,N,N,N,N,Y,N,N,N,Y,N,2,Mixed Gender Household,Republican,F,55,,Unknown,Married,">200,000",Graduate,1,1,Unknown,Yes,Unknown,s15,0,6,Republican,N,Y
Y,N,Y,Y,N,N,N,N,N,N,Y,N,N,N,N,N,2,Mixed Gender Household,Democratic & Republican,M,37,Hispanic and Portuguese,Catholic,Married,"150,000 - 200,000",Bachelors,0,1,Unknown,Yes,Unknown,s15,0,4,Republican,Y,Y
Y,N,Y,N,Y,N,Y,N,N,N,Y,N,N,N,N,N,2,Mixed Gender Household,Republican,F,36,European,Unknown,Married,"50,000 - 100,000",Less_HighSchool,0,0,Unknown,Unknown,Unknown,s15,0,5,Republican,N,Y
Y,N,Y,N,Y,N,Y,N,Y,N,N,Y,Y,Y,Y,N,1,Male Only Household,Republican,M,95,European,Protestant,Unknown,">200,000",Graduate,1,1,Yes,Yes,Yes,s15,0,9,Republican,Y,N
Y,N,Y,Y,Y,N,N,N,N,N,Y,N,N,N,Y,N,2,Mixed Gender Household,Republican,F,72,European,Protestant,Married,"50,000 - 100,000",Bachelors,0,0,Unknown,Yes,Unknown,s15,0,6,Republican,N,N
Y,N,N,N,Y,N,N,N,N,N,Y,N,N,N,Y,N,3,Mixed Gender Household,Republican,F,48,European,Protestant,Married,"50,000 - 100,000",Bachelors,0,0,Unknown,Yes,Unknown,s15,0,4,Republican,N,Y
Y,N,Y,Y,Y,N,N,N,N,N,Y,N,Y,N,Y,Y,2,Mixed Gender Household,Democratic,F,60,Likely African-American,Unknown,Unknown,"100,00 - 150,000",Unknown,0,0,Unknown,Unknown,Unknown,s15,1,9,Democratic,Y,Y
Y,N,Y,N,Y,N,N,N,N,N,Y,N,N,N,Y,N,3,Mixed Gender Household,Republican,F,46,European,Protestant,Married,"100,00 - 150,000",HighSchool,0,1,Yes,Yes,Unknown,s15,1,6,Republican,N,N
Y,N,Y,Y,Y,N,Y,Y,N,N,Y,N,Y,N,Y,Y,2,Mixed Gender Household,Republican,M,66,European,Protestant,Married,">200,000",Bachelors,0,1,Unknown,Yes,Unknown,s15,1,11,Republican,Y,N
Y,N,Y,N,Y,N,N,N,N,N,N,N,N,N,Y,N,2,Mixed Gender Household,Republican,M,43,European,Catholic,Married,">200,000",Bachelors,1,1,Unknown,Yes,Yes,s15,0,4,Republican,N,N
Y,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,2,Mixed Gender Household,Republican,F,39,European,Unknown,Married,"100,00 - 150,000",Unknown,0,0,Unknown,Unknown,Unknown,s15,0,2,Republican,N,Y
Y,N,N,Y,N,N,N,N,N,N,Y,N,N,N,Y,N,3,Mixed Gender Household,Democratic,F,51,Likely African-American,Protestant,Non-Traditional,"<50,000",Unknown,0,0,Unknown,Unknown,Unknown,s15,0,4,Democratic,N,Y
Y,N,Y,Y,Y,N,Y,Y,Y,N,Y,N,N,N,Y,Y,2,Mixed Gender Household,Republican,F,50,European,Unknown,Married,"50,000 - 100,000",Bachelors,0,0,Unknown,Unknown,Unknown,s15,0,10,Republican,Y,N
Y,N,Y,N,Y,N,N,Y,N,N,Y,N,N,N,Y,N,2,Male Only Household,Democratic,M,57,European,Unknown,Unknown,"50,000 - 100,000",Unknown,0,0,Unknown,Unknown,Unknown,s15,0,6,Democratic,N,N
Y,N,N,Y,Y,N,N,Y,N,N,Y,Y,N,N,Y,N,3,Mixed Gender Household,Republican,M,76,European,Catholic,Married,"100,00 - 150,000",Graduate,0,1,Unknown,Yes,Yes,s13,0,7,Republican,N,Y
Y,N,Y,Y,Y,N,Y,Y,N,N,Y,Y,Y,Y,Y,Y,2,Mixed Gender Household,Democratic,F,73,Likely African-American,Protestant,Unknown,"50,000 - 100,000",Bachelors,0,0,Unknown,Yes,Unknown,s13,0,12,Democratic,Y,N
Y,N,Y,Y,Y,N,N,Y,N,N,Y,N,N,N,Y,Y,2,Mixed Gender Household,Democratic,F,69,Likely African-American,Protestant,Unknown,"50,000 - 100,000",Bachelors,0,1,Unknown,Yes,Unknown,s13,0,8,Democratic,N,N
Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,4+,Mixed Gender Household,Republican,F,30,European,Unknown,Unknown,">200,000",Unknown,0,0,Unknown,Unknown,Unknown,s7,0,1,Republican,Y,Y
Y,N,Y,N,N,N,N,Y,N,N,Y,Y,N,Y,Y,Y,2,Mixed Gender Household,Republican,M,86,European,Protestant,Married,">200,000",Bachelors,1,1,Unknown,Yes,Yes,s7,0,8,Republican,N,Y
Y,N,N,Y,Y,N,N,N,N,N,N,N,N,Y,Y,Y,2,Mixed Gender Household,Democratic,M,79,European,Protestant,Married,"<50,000",Graduate,0,0,Unknown,Unknown,Unknown,s7,0,6,Democratic,N,Y
Y,N,Y,N,Y,N,N,Y,N,N,Y,Y,Y,N,Y,Y,2,Mixed Gender Household,Republican,M,71,European,Jewish,Married,"100,00 - 150,000",Bachelors,0,1,Unknown,Yes,Unknown,s7,0,9,Republican,N,Y
Y,N,N,Y,Y,N,Y,Y,N,N,N,Y,Y,Y,Y,Y,2,Mixed Gender Household,Republican,F,81,European,Protestant,Married,"100,00 - 150,000",Bachelors,1,2+,Unknown,Yes,Yes,s7,0,10,Republican,N,N
Y,N,Y,Y,Y,N,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,1,Female Only Household,Democratic,F,69,Likely African-American,Protestant,Unknown,"50,000 - 100,000",Graduate,0,0,Unknown,Unknown,Unknown,s13,0,13,Democratic,Y,Y
Y,N,Y,Y,Y,N,N,Y,Y,N,Y,N,Y,Y,Y,Y,2,Mixed Gender Household,Democratic,F,60,Likely African-American,Protestant,Non-Traditional,"100,00 - 150,000",Graduate,0,1,Unknown,Yes,Unknown,s13,0,11,Democratic,Y,Y
Y,N,Y,Y,Y,N,N,Y,N,N,N,Y,Y,N,Y,N,2,Mixed Gender Household,Republican,M,87,Hispanic and Portuguese,Unknown,Married,"50,000 - 100,000",Unknown,0,0,Unknown,Unknown,Unknown,s11,0,8,Republican,Y,Y
Y,N,Y,Y,Y,N,Y,Y,Y,N,N,Y,Y,Y,Y,Y,2,Mixed Gender Household,Republican,F,78,European,Protestant,Non-Traditional,"50,000 - 100,000",Graduate,1,1,Unknown,Yes,Unknown,s11,0,12,Republican,N,N
Y,N,Y,N,Y,N,N,Y,N,N,Y,N,N,N,Y,N,2,Mixed Gender Household,Republican,M,80,European,Catholic,Non-Traditional,"<50,000",HighSchool,0,1,Unknown,Yes,Yes,s11,0,6,Republican,N,N
Y,N,Y,Y,Y,N,N,N,N,N,Y,N,N,N,Y,N,1,Female Only Household,Republican,F,94,European,Other,Unknown,"100,00 - 150,000",Bachelors,0,2+,Unknown,Unknown,Unknown,s11,0,6,Republican,N,N
Y,N,Y,Y,Y,N,Y,Y,N,N,Y,Y,Y,N,Y,Y,1,Male Only Household,Democratic,M,67,European,Protestant,Unknown,"50,000 - 100,000",Bachelors,0,0,Unknown,Unknown,Unknown,s11,0,11,Democratic,N,N
Y,N,Y,Y,Y,N,N,N,N,N,Y,N,Y,N,Y,Y,1,Female Only Household,Democratic,F,54,Likely African-American,Protestant,Unknown,"50,000 - 100,000",Bachelors,0,1,Unknown,Yes,Unknown,s13,0,8,Democratic,N,Y
Y,N,Y,Y,Y,N,Y,Y,Y,N,Y,Y,Y,N,N,Y,1,Male Only Household,Democratic,M,62,Likely African-American,Protestant,Unknown,"<50,000",HighSchool,0,0,Unknown,Unknown,Unknown,s13,0,11,Democratic,N,N
Y,N,N,Y,Y,N,N,Y,N,N,Y,N,Y,N,Y,N,1,Female Only Household,Democratic,F,49,Likely African-American,Protestant,Unknown,"100,00 - 150,000",HighSchool,0,0,Unknown,Unknown,Unknown,s13,0,7,Democratic,Y,Y
Y,N,Y,Y,Y,N,N,Y,N,N,Y,N,N,N,Y,Y,2,Mixed Gender Household,Democratic,F,68,Likely African-American,Protestant,Unknown,"<50,000",Graduate,0,1,Unknown,Yes,Unknown,s13,0,8,Democratic,N,Y
Y,N,N,Y,Y,N,N,N,N,N,Y,N,N,Y,Y,N,4+,Mixed Gender Household,Republican & Independent,F,61,European,Catholic,Married,"100,00 - 150,000",Bachelors,0,0,Unknown,Unknown,Yes,s11,0,6,Non-Partisan,N,Y
Y,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,Y,2,Mixed Gender Household,Democratic,M,79,European,Protestant,Married,"50,000 - 100,000",Bachelors,0,0,Yes,Yes,Yes,s17,0,4,Democratic,Y,Y
Y,N,Y,Y,Y,N,Y,Y,N,N,Y,Y,N,N,Y,Y,2,Mixed Gender Household,Republican,M,73,,Unknown,Married,"50,000 - 100,000",Bachelors,0,1,Unknown,Yes,Yes,s17,0,10,Republican,Y,Y
Y,N,Y,Y,Y,N,Y,Y,N,N,Y,Y,Y,N,Y,Y,2,Mixed Gender Household,Republican,F,54,East and South Asian,Protestant,Unknown,"<50,000",Bachelors,0,1,Unknown,Yes,Yes,s17,0,11,Republican,Y,Y
Y,N,Y,Y,Y,N,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,2,Mixed Gender Household,Republican,M,72,European,Protestant,Married,"<50,000",Bachelors,0,2+,Unknown,Yes,Unknown,s17,0,13,Republican,Y,Y
Y,N,Y,N,Y,N,N,N,N,N,Y,N,N,N,Y,N,2,Mixed Gender Household,Republican,M,52,European,Protestant,Married,"100,00 - 150,000",Bachelors,0,0,Unknown,Unknown,Unknown,s17,0,5,Republican,N,N
Y,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,1,Male Only Household,Independent,M,47,European,Protestant,Unknown,">200,000",Bachelors,0,1,Unknown,Yes,Unknown,s17,0,2,Non-Partisan,N,N
Y,N,Y,Y,Y,N,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,1,Female Only Household,Democratic,F,72,Likely African-American,Protestant,Unknown,"<50,000",Bachelors,0,0,Unknown,Unknown,Unknown,s13,0,13,Democratic,N,Y
Y,N,Y,Y,Y,N,Y,Y,Y,N,Y,N,Y,Y,Y,Y,3,Mixed Gender Household,Democratic,F,35,Likely African-American,Unknown,Unknown,"<50,000",Unknown,0,0,Unknown,Unknown,Unknown,s13,0,12,Democratic,Y,N
Y,N,Y,N,Y,N,N,N,N,N,Y,Y,N,N,Y,Y,1,Male Only Household,Republican,M,61,European,Unknown,Unknown,Unknown,Unknown,0,0,Unknown,Unknown,Yes,s17,0,7,Republican,N,N
Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,1,Male Only Household,Independent,M,58,European,Unknown,Unknown,"50,000 - 100,000",Some_College,0,0,Unknown,Unknown,Unknown,s13,0,1,Non-Partisan,N,Y
Y,N,Y,Y,Y,N,N,Y,Y,N,Y,N,Y,Y,Y,Y,2,Mixed Gender Household,Democratic,F,52,Likely African-American,Protestant,Married,"50,000 - 100,000",Bachelors,1,1,Unknown,Yes,Unknown,s13,0,11,Democratic,Y,Y
Y,N,Y,Y,Y,N,Y,Y,N,N,Y,Y,Y,Y,Y,Y,3,Mixed Gender Household,Republican,F,63,European,Protestant,Married,">200,000",Graduate,0,1,Unknown,Yes,Unknown,s17,0,12,Republican,N,N
Y,N,Y,Y,Y,N,Y,N,Y,N,N,Y,Y,Y,Y,Y,2,Mixed Gender Household,Republican,M,71,,Unknown,Married,"50,000 - 100,000",Some_College,0,1,Unknown,Yes,Unknown,s15,0,11,Republican,N,Y
Y,N,Y,Y,Y,N,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,3,Mixed Gender Household,Republican,F,67,European,Unknown,Married,"50,000 - 100,000",Less_HighSchool,0,0,Unknown,Unknown,Unknown,s15,0,13,Republican,N,N
Y,N,Y,Y,Y,N,N,N,N,N,Y,N,Y,N,Y,N,2,Mixed Gender Household,Democratic,F,75,European,Protestant,Unknown,"50,000 - 100,000",HighSchool,0,0,Unknown,Unknown,Unknown,s15,0,7,Democratic,N,Y
Y,N,Y,N,Y,N,N,N,N,N,N,N,N,N,Y,N,3,Mixed Gender Household,Democratic,F,40,Likely African-American,Unknown,Married,"50,000 - 100,000",Bachelors,0,0,Unknown,Unknown,Unknown,s15,0,4,Democratic,N,Y
Y,N,Y,N,Y,N,N,N,N,N,Y,N,N,N,Y,N,2,Female Only Household,Democratic,F,40,Hispanic and Portuguese,Unknown,Unknown,"50,000 - 100,000",Bachelors,0,0,Yes,Yes,Unknown,s15,0,5,Democratic,N,Y
Y,N,Y,Y,Y,N,Y,N,N,N,Y,Y,Y,Y,Y,Y,1,Female Only Household,Republican,F,67,European,Catholic,Unknown,"50,000 - 100,000",Bachelors,0,1,Unknown,Yes,Yes,s15,0,11,Republican,N,N
Y,N,Y,Y,N,N,N,N,N,N,Y,N,Y,Y,Y,Y,2,Mixed Gender Household,Republican,F,69,European,Protestant,Married,"<50,000",HighSchool,0,0,Unknown,Yes,Unknown,s15,0,8,Republican,N,N
Y,N,Y,Y,Y,N,Y,N,N,N,Y,N,N,Y,Y,Y,2,Female Only Household,Democratic,F,71,Likely African-American,Protestant,Unknown,"<50,000",HighSchool,0,0,Unknown,Yes,Yes,s15,1,10,Democratic,N,N
Y,N,Y,Y,Y,N,Y,Y,Y,N,Y,N,N,Y,Y,N,1,Male Only Household,Republican,M,69,European,Protestant,Unknown,"<50,000",Some_College,0,0,Unknown,Yes,Yes,s15,0,10,Republican,N,N
Y,N,Y,Y,Y,N,Y,N,N,N,Y,Y,Y,N,Y,Y,3,Mixed Gender Household,Democratic & Republican,M,65,European,Protestant,Married,"50,000 - 100,000",Bachelors,0,0,Unknown,Yes,Yes,s15,0,10,Republican,N,N
Y,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,1,Male Only Household,Democratic,M,62,European,Protestant,Unknown,"<50,000",HighSchool,0,0,Unknown,Yes,Unknown,s15,0,2,Democratic,Y,Y
Y,N,Y,Y,Y,N,N,Y,N,N,Y,Y,Y,N,Y,N,1,Female Only Household,Republican,F,59,European,Protestant,Unknown,"50,000 - 100,000",HighSchool,0,0,Unknown,Unknown,Unknown,s11,0,9,Republican,Y,N
Y,N,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N,1,Female Only Household,Independent,F,63,European,Protestant,Unknown,"50,000 - 100,000",Bachelors,0,0,Unknown,Unknown,Unknown,s11,0,3,Non-Partisan,N,N
Y,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,1,Female Only Household,Republican,F,23,European,Unknown,Unknown,"<50,000",Unknown,0,0,Unknown,Unknown,Unknown,s11,0,3,Republican,N,N
Y,N,Y,N,Y,N,N,N,N,N,Y,N,N,N,Y,N,2,Mixed Gender Household,Republican,F,38,European,Unknown,Married,"100,00 - 150,000",Some_College,0,0,Unknown,Unknown,Unknown,s11,0,5,Republican,N,N
Y,N,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,1,Male Only Household,Democratic,M,56,,Unknown,Unknown,"50,000 - 100,000",Bachelors,0,0,Yes,Yes,Unknown,s11,0,4,Democratic,N,N
Y,N,Y,Y,Y,N,Y,Y,N,N,Y,Y,N,N,Y,N,4+,Mixed Gender Household,Republican,F,62,European,Protestant,Married,"50,000 - 100,000",Graduate,1,1,Unknown,Yes,Yes,s11,0,9,Republican,N,Y
Y,N,Y,N,Y,N,Y,Y,N,N,Y,Y,Y,N,Y,Y,2,Mixed Gender Household,Democratic & Republican,M,62,Hispanic and Portuguese,Catholic,Married,"50,000 - 100,000",Some_College,0,0,Unknown,Yes,Yes,s11,0,10,Republican,N,N
Y,N,Y,Y,Y,N,Y,N,Y,N,Y,N,Y,Y,Y,N,1,Female Only Household,Republican,F,79,European,Protestant,Unknown,"50,000 - 100,000",Some_College,0,0,Unknown,Unknown,Unknown,s11,0,10,Republican,N,Y
Y,N,Y,Y,Y,N,Y,Y,N,N,Y,Y,Y,N,Y,Y,1,Male Only Household,Democratic,M,67,European,Other,Unknown,"150,000 - 200,000",Bachelors,0,0,Unknown,Yes,Yes,s11,0,11,Democratic,Y,Y
Y,N,Y,N,Y,N,N,N,N,N,Y,N,Y,N,Y,Y,2,Mixed Gender Household,Democratic & Republican,F,61,European,Unknown,Married,"50,000 - 100,000",Unknown,0,0,Unknown,Unknown,Unknown,s6,0,7,Republican,N,N
Y,N,Y,Y,Y,N,N,N,N,Y,Y,N,Y,N,N,N,2,Mixed Gender Household,Democratic,M,80,European,Protestant,Non-Traditional,"<50,000",Some_College,0,0,Unknown,Unknown,Unknown,s6,0,7,Democratic,N,N
Y,N,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N,2,Mixed Gender Household,Republican,M,63,European,Catholic,Married,"100,00 - 150,000",Graduate,0,0,Unknown,Unknown,Unknown,s6,0,3,Republican,N,N
Y,N,Y,N,Y,N,N,N,N,N,Y,N,N,N,N,N,1,Female Only Household,Republican,F,53,,Jewish,Unknown,"50,000 - 100,000",Bachelors,0,1,Yes,Yes,Yes,s6,0,4,Republican,N,N
Y,N,N,Y,Y,N,N,N,Y,Y,Y,Y,N,Y,Y,N,3,Mixed Gender Household,Democratic & Republican,M,69,,Unknown,Married,"50,000 - 100,000",Unknown,0,0,Unknown,Unknown,Yes,s6,0,9,Republican,N,N
Y,N,N,Y,Y,N,N,N,N,N,Y,N,N,N,Y,N,3,Mixed Gender Household,Democratic,F,64,Likely African-American,Unknown,Unknown,"50,000 - 100,000",Less_HighSchool,0,0,Unknown,Unknown,Unknown,s6,0,5,Democratic,N,N
Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2,Mixed Gender Household,Independent,M,69,European,Unknown,Non-Traditional,"<50,000",Unknown,0,0,Unknown,Unknown,Unknown,s6,0,1,Non-Partisan,N,Y
Y,N,Y,Y,Y,N,N,Y,Y,Y,Y,N,Y,N,Y,Y,3,Mixed Gender Household,Democratic,F,63,European,Protestant,Married,"100,00 - 150,000",Graduate,0,1,Unknown,Yes,Yes,s6,0,11,Democratic,Y,N
Y,N,Y,Y,Y,N,Y,Y,N,N,Y,Y,Y,Y,Y,Y,3,Mixed Gender Household,Republican,M,65,East and South Asian,Other,Married,"150,000 - 200,000",Bachelors,0,1,Unknown,Yes,Unknown,s15,0,12,Republican,N,Y
Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2,Mixed Gender Household,Republican,F,33,European,Protestant,Non-Traditional,"100,00 - 150,000",Unknown,0,0,Unknown,Unknown,Unknown,s15,0,1,Republican,N,N
Y,N,Y,Y,Y,N,Y,N,N,N,Y,N,N,N,Y,N,2,Female Only Household,Democratic,F,63,Likely African-American,Protestant,Unknown,"150,000 - 200,000",Graduate,0,1,Unknown,Yes,Unknown,s15,0,7,Democratic,N,Y
Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,1,Female Only Household,Democratic,F,35,Likely African-American,Unknown,Unknown,"100,00 - 150,000",Unknown,0,0,Unknown,Unknown,Unknown,s15,0,1,Democratic,N,Y
Y,N,Y,Y,Y,N,N,N,N,N,Y,N,N,N,Y,Y,4+,Mixed Gender Household,Democratic,F,44,Likely African-American,Protestant,Unknown,"<50,000",HighSchool,1,1,Unknown,Yes,Yes,s13,0,7,Democratic,N,Y
Y,N,Y,Y,Y,N,N,N,Y,N,Y,Y,Y,Y,Y,Y,2,Mixed Gender Household,Democratic,M,68,Likely African-American,Protestant,Married,"<50,000",Unknown,0,1,Unknown,Yes,Yes,s13,0,11,Democratic,N,N
Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,3,Mixed Gender Household,Democratic & Republican,F,66,European,Protestant,Married,"<50,000",HighSchool,0,1,Unknown,Yes,Unknown,s6,0,2,Republican,N,N
Y,N,Y,Y,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,N,1,Male Only Household,Republican,M,62,European,Protestant,Unknown,"50,000 - 100,000",Graduate,0,1,Unknown,Yes,Yes,s15,0,11,Republican,N,N
Y,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,1,Male Only Household,Democratic,M,68,European,Catholic,Unknown,"50,000 - 100,000",Bachelors,0,1,Yes,Yes,Unknown,s13,0,3,Democratic,Y,Y
Y,N,Y,N,Y,N,N,N,N,N,Y,N,N,N,Y,N,1,Female Only Household,Democratic,F,55,European,Unknown,Unknown,"50,000 - 100,000",Unknown,0,0,Unknown,Unknown,Unknown,s13,0,5,Democratic,N,N
Y,N,N,Y,Y,N,N,N,N,N,Y,N,N,N,Y,Y,3,Mixed Gender Household,Democratic & Republican,F,81,European,Protestant,Unknown,"<50,000",HighSchool,0,1,Unknown,Yes,Unknown,s13,0,6,Democratic,Y,Y
Y,N,Y,Y,Y,N,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,2,Mixed Gender Household,Republican,M,86,European,Protestant,Married,"<50,000",Graduate,1,1,Unknown,Yes,Unknown,s13,0,13,Republican,N,Y
Y,N,Y,Y,Y,N,N,N,N,N,N,Y,Y,N,Y,Y,2,Mixed Gender Household,Republican,M,83,European,Protestant,Married,"<50,000",Bachelors,0,1,Unknown,Yes,Yes,s13,0,8,Republican,N,Y
Y,N,N,Y,Y,N,Y,Y,Y,N,Y,N,N,N,N,N,2,Mixed Gender Household,Democratic & Republican,M,72,European,Unknown,Married,"<50,000",Less_HighSchool,1,1,Yes,Yes,Yes,s13,0,7,Republican,N,N
Y,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,2,Mixed Gender Household,Republican,M,52,European,Unknown,Married,"<50,000",HighSchool,0,0,Unknown,Unknown,Unknown,s13,0,3,Republican,Y,Y
